videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt
D6DVTLvOupE,歌詞はめちゃくちゃ明快なのにどことなく界隈曲の香りがする,歌詞はめちゃくちゃ明快なのにどことなく界隈曲の香りがする,9k noia,https://yt3.ggpht.com/ytc/AOPolaS1xgI34YbogdORrq2Wx-IS-kaNYzElVpVxT-mCeFgndA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCPG8V6xiA9lkrCMoqOSeDaA,UCPG8V6xiA9lkrCMoqOSeDaA,True,none,5,2023-06-09T14:02:17Z,2023-06-09T14:02:17Z
D6DVTLvOupE,風でオールバックになるとなんか得した気分になるのは俺だけか,風でオールバックになるとなんか得した気分になるのは俺だけか,はいれん部長,https://yt3.ggpht.com/v-Rul27ODD0EEKIK_cYRsEO70LWFaeKRfZn9wFCejr43SEJoT20xzQXVud7qnNS6FAQRVxWcqQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCV6xOz_0h2sayTuUQqZFRPw,UCV6xOz_0h2sayTuUQqZFRPw,True,none,0,2023-06-09T14:02:02Z,2023-06-09T14:02:02Z
D6DVTLvOupE,1:11 で切ってるキャベツ伝説のキャベツ検定のキャベツなの草www,"1:11 で切ってるキャベツ
伝説のキャベツ検定のキャベツなの草www",さくら,https://yt3.ggpht.com/sL59b0Vt4vXCPCVbjmge6v77AOCKkEXHmNQgQFy2i8JO2bHXA_mRYMQ3gt8H_55256EgHGI=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCkE8sQVMK7rNmO1TcxALngA,UCkE8sQVMK7rNmO1TcxALngA,True,none,1,2023-06-09T13:35:30Z,2023-06-09T13:35:30Z
D6DVTLvOupE,再生数の伸びが爆風でも吹いたのかってくらいのえぐさ,再生数の伸びが爆風でも吹いたのかってくらいのえぐさ,黒ギャル,https://yt3.ggpht.com/jziROqQluInU-bm8d_S2jXNvHpp7EzrU_5fTTZOnMRPIlBb6pOs0GhGJYa0StgXimacI2RYoSA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCl7eEayuowMomYeTeLCjw1Q,UCl7eEayuowMomYeTeLCjw1Q,True,none,3,2023-06-09T12:58:10Z,2023-06-09T12:58:10Z
D6DVTLvOupE,令和になってこんなマイナーボカロがバズるなんて誰も予想できなかっただろw,令和になってこんなマイナーボカロがバズるなんて誰も予想できなかっただろw,バーチャル現場猫,https://yt3.ggpht.com/ytc/AOPolaT6uxSKd9KRUTCuuWEyxZ99V3hifPVB1DYQuqoYHQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCe4ch1dEjCiyzTv97NmO7ig,UCe4ch1dEjCiyzTv97NmO7ig,True,none,4,2023-06-09T12:39:15Z,2023-06-09T12:39:15Z
D6DVTLvOupE,0:14~0:21,0:14~0:21,砂の雪 TV,https://yt3.ggpht.com/nvrb0g2do79hvEP1hHbzi4q63R96JBea9BG93_ta52uiH8E1qst1cAotO77n4IfEk12r9-mJ778=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCB6T7-UYv_xGx816kOhY1MQ,UCB6T7-UYv_xGx816kOhY1MQ,True,none,0,2023-06-09T12:38:45Z,2023-06-09T12:38:45Z
D6DVTLvOupE,逆に学校にこんな可愛い子来たら嬉しい,逆に学校にこんな可愛い子来たら嬉しい,ウー,https://yt3.ggpht.com/-VWmWTcD4gzneyM5syasDacRsZrap57Iuf3d6v9dPWROzKMnn3LEibdXBQJmeOXfiL5kxrnguQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UChdn1FNYXnW40xGgAYDJ0Rg,UChdn1FNYXnW40xGgAYDJ0Rg,True,none,3,2023-06-09T12:17:10Z,2023-06-09T12:17:22Z
D6DVTLvOupE,途中切ってらっしゃるのはまさかかの有名なメロンキャベツ…？,途中切ってらっしゃるのはまさかかの有名なメロンキャベツ…？,あまあま,https://yt3.ggpht.com/ytc/AOPolaRn25q_dfFnLWpD78ymnlerwZfOFIv_5EAvqA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCl0vQTNXju0POHlnmBzR2jg,UCl0vQTNXju0POHlnmBzR2jg,True,none,1,2023-06-09T12:06:27Z,2023-06-09T12:06:27Z
D6DVTLvOupE,さいこー！😂ちょー面白い曲でしたー!!❤,さいこー！😂ちょー面白い曲でしたー!!❤,中間理慧,https://yt3.ggpht.com/ytc/AOPolaTyQw5ZMnd05dzoPLJ0YleJGNWJY_-KhHS680zCpi9INw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCEX_aaeCfjaltlTbJcfk43g,UCEX_aaeCfjaltlTbJcfk43g,True,none,2,2023-06-09T12:04:52Z,2023-06-09T12:04:52Z
D6DVTLvOupE,0:25 リコーダーで吹ける人(俺は吹けない)↓,"0:25 リコーダーで吹ける人(俺は吹けない)
↓",鈴木宏斗,https://yt3.ggpht.com/ytc/AOPolaTmvjnwhs87pryz1mWWhk5FJ5UMGsAaRwL-1105=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCuI89KDQZeS5dKTlZWlcNCw,UCuI89KDQZeS5dKTlZWlcNCw,True,none,0,2023-06-09T11:40:34Z,2023-06-09T11:40:34Z
D6DVTLvOupE,作業用にしています!とても作業が進みます!ご投稿ありがとうございます!,"作業用にしています!とても作業が進みます!
ご投稿ありがとうございます!",Satoshi N,https://yt3.ggpht.com/ytc/AOPolaQXEboiBa1Fb-gzX4kgUrTRm1h7TkWghLXUpw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCGjDMfgcetHecvxroQyb2Jg,UCGjDMfgcetHecvxroQyb2Jg,True,none,47,2023-06-09T11:36:18Z,2023-06-09T11:36:18Z
D6DVTLvOupE,aiじゃなかったら良かったな,aiじゃなかったら良かったな,勝部はやと,https://yt3.ggpht.com/ytc/AOPolaQJgh-HL87-F_FJOc0xdYv1nHbZavzZXUFmwoWI0vNfqg=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCf7jNXkU2x_lfyU4PnH1KLw,UCf7jNXkU2x_lfyU4PnH1KLw,True,none,0,2023-06-09T10:48:29Z,2023-06-09T10:48:29Z
D6DVTLvOupE,オモロ笑笑,オモロ笑笑,神々降臨,https://yt3.ggpht.com/ytc/AOPolaSZpO93Cks1eIgixJOl6Pu0jzh59IQUptoxug=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCE8CHwzA19aUbYY0h-lCstg,UCE8CHwzA19aUbYY0h-lCstg,True,none,2,2023-06-09T10:18:32Z,2023-06-09T10:18:32Z
D6DVTLvOupE,俺、この女の子好きだわ…,俺、この女の子好きだわ…,ピンポンデ・ポン,https://yt3.ggpht.com/jl6L1wuRstqJyDrf9zzrGxnvcwMyqOAoeP9iIdLEuEWTSP_32DDYhB9D5eDYTzzDbzB6LvejRHk=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UChiNoZEidcyTueAv-rk56lw,UChiNoZEidcyTueAv-rk56lw,True,none,1,2023-06-09T10:09:49Z,2023-06-09T10:09:49Z
D6DVTLvOupE,カラスの真似してヘドバンしたくなる,カラスの真似してヘドバンしたくなる,Meow tie,https://yt3.ggpht.com/ytc/AOPolaSPHBKdWgpaG02LXcMj8PlAQoCWf-iFOc9zR0PS=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCkPAmC7gk4a-k1lURBUwuDw,UCkPAmC7gk4a-k1lURBUwuDw,True,none,0,2023-06-09T09:50:19Z,2023-06-09T09:50:19Z
D6DVTLvOupE,神曲の歌,神曲の歌,梅原進一,https://yt3.ggpht.com/ytc/AOPolaTDI3RU1FRRQkvI6S_RUCRixsKhC6xgDZ1rPw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCsgue31VOf2c878OJow3oeQ,UCsgue31VOf2c878OJow3oeQ,True,none,2,2023-06-09T09:44:04Z,2023-06-09T09:44:04Z
D6DVTLvOupE,0:57,0:57,かかかああ,https://yt3.ggpht.com/ytc/AOPolaTWWN2-GsyDBA2y5FePUqM4E-PqKLmzUL2QgQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC0d6DUxYgiiDPwqg2kBfqlA,UC0d6DUxYgiiDPwqg2kBfqlA,True,none,0,2023-06-09T09:33:17Z,2023-06-09T09:33:17Z
D6DVTLvOupE,0:56,0:56,かかかああ,https://yt3.ggpht.com/ytc/AOPolaTWWN2-GsyDBA2y5FePUqM4E-PqKLmzUL2QgQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC0d6DUxYgiiDPwqg2kBfqlA,UC0d6DUxYgiiDPwqg2kBfqlA,True,none,0,2023-06-09T09:32:51Z,2023-06-09T09:32:51Z
D6DVTLvOupE,理済み感が実に良き,理済み感が実に良き,まえまるch,https://yt3.ggpht.com/E6nwSZ-CFpciGs1vg-N76inWYgkhpejfHIOJD0Wo9B_F7pGG_jTXTlXKKw1-vIJe2Zenw2Dl=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC3G8KA6xbK49Tx7ENn2_Nvg,UC3G8KA6xbK49Tx7ENn2_Nvg,True,none,0,2023-06-09T09:30:57Z,2023-06-09T09:30:57Z
D6DVTLvOupE,って、のところ好き,って、のところ好き,AIR KING,https://yt3.ggpht.com/ytc/AOPolaSOf5q0d7BXawrCx1AGbeiv9EIDZQx0tgTjdeGZ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCzEuvW306ZCMojF9sp1fgiQ,UCzEuvW306ZCMojF9sp1fgiQ,True,none,2,2023-06-09T06:11:43Z,2023-06-09T06:11:43Z
D6DVTLvOupE,作者さん、定期定期的にバズってほしい,作者さん、定期定期的にバズってほしい,うみのひつじ,https://yt3.ggpht.com/ytc/AOPolaS_O21btdV0fdrSCdI9ibUQIEfwjk0QkfZAzWONmdA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCdwr2R8kz_mtUfZmjmK_5uw,UCdwr2R8kz_mtUfZmjmK_5uw,True,none,0,2023-06-09T06:08:50Z,2023-06-09T06:08:50Z
D6DVTLvOupE,鳩が好きすぎる笑笑,鳩が好きすぎる笑笑,きゃん,https://yt3.ggpht.com/ph9cVPSwhgJ6poSYrYmcb7zPgRC1oZP6m4VwEQ8grWmX5nkK80b2sgPTCItySbkDwJQFDnel1Q=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCu7OeaBvW1xwPPruwelGG8g,UCu7OeaBvW1xwPPruwelGG8g,True,none,1,2023-06-09T06:07:55Z,2023-06-09T06:07:55Z
D6DVTLvOupE,ぴっとめのそん　めのそんめのそでぴっとめのそん,"ぴっとめのそん　
めのそん
めのそで
ぴっとめのそん",painah1,https://yt3.ggpht.com/ytc/AOPolaR8PvbnmJhfBL9I_m1hn1pnaikTotEAUG1FtQ=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCigrC8otH3HwMCA9Biw5rvQ,UCigrC8otH3HwMCA9Biw5rvQ,True,none,0,2023-06-09T04:55:43Z,2023-06-09T04:55:43Z
D6DVTLvOupE,リズム天国の広告かと思ったわ,リズム天国の広告かと思ったわ,戦慄のタツマキ,https://yt3.ggpht.com/ytc/AOPolaSQUVMxHKbxn0qfaJocBeLIewVeLeE_XZq8m6e7zw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCREB_e07ISjxHqwt5i27q7g,UCREB_e07ISjxHqwt5i27q7g,True,none,2,2023-06-09T03:26:43Z,2023-06-09T03:26:43Z
